Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_committed_at,message
kcl-lang,modules,search_results/kcl-lang/modules/horizontal-pod-auto-scaler/suite/bad.yaml,1,autoscaling/v2,False,cpu,Resource,900,False,25,2023-10-08T08:07:59Z,2025-03-30T07:45:16Z,2023-10-27T03:03:12Z,"feat: add all model source code on github packages

Signed-off-by: peefy <xpf6677@163.com>"
mitchhh22,k8s-rum-hpa,search_results/mitchhh22/k8s-rum-hpa/hpa/hpa.yml,1,autoscaling/v2beta1,False,,Object,,False,5,2016-11-11T23:37:45Z,2019-02-22T00:08:50Z,2019-02-21T02:50:24Z,Update boomcatch metric label
metalglove,Kwetter,search_results/metalglove/Kwetter/K8s/services/user-service/kwetter-user-service.autoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,75,False,17,2021-03-07T19:59:33Z,2022-09-22T14:15:47Z,2021-05-25T19:30:53Z,Updates K8s for autoscaling and postgres config
membrane,servicemesh-demo,search_results/membrane/servicemesh-demo/wsz-demo/4-autoscaling/40-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,12,2020-01-03T07:01:52Z,2021-11-08T07:12:34Z,2021-11-07T09:19:36Z,sorted files into directories
manoj7894,Devops-AWS-2024,search_results/manoj7894/Devops-AWS-2024/Devops-Notes/Kubernetes/Deployment/autoscaling.yml,1,autoscaling/v2,False,cpu,Resource,50,False,6,2024-01-08T06:28:01Z,2025-04-05T08:20:49Z,2025-01-27T12:04:25Z,Create autoscaling.yml
mamezou-tech,k8s-hands-on,search_results/mamezou-tech/k8s-hands-on/ops/autoscaling/cpu-hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2020-01-17T04:14:05Z,2023-01-04T14:01:22Z,2019-08-10T06:31:42Z,chapter autoscaling
lyzhang1999,camp-go-example-helm,search_results/lyzhang1999/camp-go-example-helm/deploy/secure/frontend/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,99,False,3,2023-06-17T09:38:42Z,2023-07-25T07:50:12Z,2023-06-17T09:42:01Z,first commit
lvthao,k8s-doc,search_results/lvthao/k8s-doc/example/hpa/hpa-object.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2022-09-09T14:46:50Z,2024-09-22T00:28:28Z,2022-11-21T14:11:39Z,update exampl hpa
luke-zhu,blueno,search_results/luke-zhu/blueno/cluster/server/k8s/server.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2019-05-04T19:20:07Z,2022-11-22T03:33:43Z,2019-05-29T22:19:03Z,"Copy over code in public/ from private repo

Setup on GKE worked successfully"
ludesdeveloper,microservices-demo,search_results/ludesdeveloper/microservices-demo/Kubernetes-Manifests/microservices/templates/hpa-login-consumer.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2022-07-24T19:06:23Z,2022-07-25T02:34:45Z,2022-07-24T19:07:03Z,microservices demo
ludesdeveloper,microservices-demo,search_results/ludesdeveloper/microservices-demo/Kubernetes-Manifests/microservices/templates/hpa-get-request.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2022-07-24T19:06:23Z,2022-07-25T02:34:45Z,2022-07-24T19:07:03Z,microservices demo
lsst-ts,LOVE-integration-tools,search_results/lsst-ts/LOVE-integration-tools/deploy/k8s/hpa-manager.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2019-01-10T18:48:58Z,2025-03-03T13:04:43Z,2022-01-28T20:41:23Z,Update Kubernetes deployment
lokeshgupta1981,Python-Projects,search_results/lokeshgupta1981/Python-Projects/online-editor/v1/deployment/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,2,2023-12-08T07:03:42Z,2024-04-22T10:59:02Z,2024-01-07T06:13:30Z,Online Python Editor
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.3.3/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
liferight,docker,search_results/liferight/docker/k8s/manifests/HPA/sample-metrics-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,5,2016-12-15T07:37:15Z,2024-06-12T16:14:44Z,2018-04-13T02:00:36Z,add k8s yaml
lifechurch,k8s-deploy-helper,search_results/lifechurch/k8s-deploy-helper/manifests/web/production/autoscale.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,140,2017-12-21T21:26:01Z,2020-07-15T21:41:43Z,2018-11-08T15:58:42Z,Buildpack + Manifest-less Deploy Support (#20)
life1347,k8s-tutorial,search_results/life1347/k8s-tutorial/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,45,2018-03-07T01:00:54Z,2018-07-22T17:43:33Z,2018-07-22T17:27:51Z,Comment namespace for demonstration
licaige,workFlow_G6-licaige,search_results/licaige/workFlow_G6-licaige/demo_web/picker/uppy-main/packages/@uppy/companion/infra/kube/companion/companion-kube.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,6,2024-02-19T06:41:29Z,2024-05-07T06:55:12Z,2024-03-27T08:06:56Z,feat: element-plus
lerndevops,kubernetes,search_results/lerndevops/kubernetes/other/slproject.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,196,2019-12-23T06:01:44Z,2025-02-21T10:49:38Z,2021-08-01T17:05:15Z,Update slproject.yml
legn0,ProyectoInf326-SIGA2,search_results/legn0/ProyectoInf326-SIGA2/Schedule/manifests/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-10-06T20:29:08Z,2024-11-28T00:24:59Z,2024-10-29T22:50:41Z,deployment v1.0
learnk8s,spring-boot-k8s-hpa,search_results/learnk8s/spring-boot-k8s-hpa/kube/hpa.yaml,1,autoscaling/v2beta1,False,,Pods,,False,324,2018-05-17T18:04:55Z,2022-03-31T18:43:24Z,2019-11-15T08:59:43Z,fixed hpa
lbaf23,ptm-leaderboard,search_results/lbaf23/ptm-leaderboard/yaml/api-hpa.yml,1,autoscaling/v2beta1,False,memory,Resource,,False,2,2022-01-17T13:33:30Z,2022-06-01T12:30:54Z,2022-05-06T14:05:01Z,feat: rolling update
kyegomez,Athena-Create,search_results/kyegomez/Athena-Create/kubernetes/athena-create-scale.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,6,2023-06-20T19:48:38Z,2023-06-30T23:37:00Z,2023-06-30T22:45:49Z,athena create
kubevious,cli,search_results/kubevious/cli/samples/istio.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,52,2022-10-06T17:51:36Z,2025-03-29T00:32:11Z,2022-10-25T04:48:27Z,"Fixes to CRD handling.
Added handling of ""null"" fields."
kubeslice,examples,search_results/kubeslice/examples/kind/boutique/kubernetes-manifests/redis.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,25,2022-05-12T19:17:16Z,2024-11-21T17:46:01Z,2022-06-27T15:49:24Z,Add rest of yaml files
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.3.1/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
liguozhong,prometheus-arms-aliyun-demo,search_results/liguozhong/prometheus-arms-aliyun-demo/hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,8,2019-09-18T06:42:54Z,2021-10-12T17:51:08Z,2019-09-18T06:57:51Z,[init] prometheus demo：提交初次版本用于 arms-prometheus 使用的demo
utrains,kubernetes_rep,search_results/utrains/kubernetes_rep/replica-services/nnwebserver-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,3,2022-05-31T16:23:39Z,2023-03-07T20:31:29Z,2022-05-31T17:31:54Z,first commit for kubernetes repositoy by utrains teams
uc-cdis,cloud-automation,search_results/uc-cdis/cloud-automation/kube/services/ambassador/ambassador-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,44,2016-11-17T19:48:51Z,2025-04-04T16:48:47Z,2021-03-18T18:18:02Z,"Automate manual stuff for k8s upgrade (#1550)

* Update configuration of kube-system services for k8s upgrades

* Update deprecated k8s manifest files

* Update kube-proxy image

* Update cluster-autoscaler versions"
ttauveron,k8s-big-data-experiments,search_results/ttauveron/k8s-big-data-experiments/spark-cluster-k8s/spark_autoscaling.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,15,2018-01-21T23:49:07Z,2018-11-21T00:09:43Z,2018-03-20T21:08:44Z,Reorganize folders
transloadit,uppy,search_results/transloadit/uppy/packages/@uppy/companion/infra/kube/companion/companion-kube.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,29644,2015-11-16T12:32:33Z,2025-04-04T20:31:49Z,2023-09-29T09:11:28Z,meta: run Prettier on existing files (#4713)
torneseumprogramador,k8s-turma1-ibm,search_results/torneseumprogramador/k8s-turma1-ibm/hpa-v1.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2022-09-15T14:39:37Z,2022-09-17T13:46:06Z,2022-09-16T14:37:40Z,api gateway
tobialbertino,belajar-code,search_results/tobialbertino/belajar-code/kubernetes/latihan1/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2020-05-13T08:17:34Z,2025-03-04T07:31:13Z,2022-11-20T18:06:35Z,add simple kubernetes
thecloudgarage,eks-anywhere,search_results/thecloudgarage/eks-anywhere/open-ocr/manifests/hpa-open-ocr-httpd.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,2,False,17,2022-03-15T12:17:08Z,2025-01-23T02:13:24Z,2023-04-01T02:33:37Z,Update hpa-open-ocr-httpd.yaml
tencentmusic,cube-studio,search_results/tencentmusic/cube-studio/install/kubernetes/istio/istio-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,4130,2021-08-17T08:54:14Z,2025-03-22T02:33:55Z,2022-07-15T03:51:50Z,独立部署istio
tektoncd,operator,search_results/tektoncd/operator/cmd/kubernetes/operator/kodata/webhook/webhook.yaml,1,autoscaling/v2,False,cpu,Resource,85,False,488,2019-07-11T09:09:10Z,2025-04-04T08:49:06Z,2024-07-10T08:38:55Z,"Fix devel version replacement

This will fix the devel version replacement which
was not happening properly because label was not proper
and cabundles were missing"
technoavengers,Kubernetes_Fundamentals,search_results/technoavengers/Kubernetes_Fundamentals/k8s_operations/hpa/autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2021-08-18T05:27:28Z,2023-12-05T15:18:07Z,2022-01-11T12:56:24Z,Complete Structure rearrange
tao011110,mini-kubernetes,search_results/tao011110/mini-kubernetes/presentation/autoscaler/new_version/autoscaler_cpu.yaml,1,autoscaling/v2beta1,False,memory,memory,"{'targetMinValue': '0M', 'targetMaxValue': '10000M'}",False,3,2022-06-22T10:20:27Z,2022-06-22T16:40:03Z,2022-06-01T12:16:35Z,fix a bug in replicas remove
stefanprodan,podinfo,search_results/stefanprodan/podinfo/deploy/secure/frontend/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,99,False,5564,2018-01-05T14:19:59Z,2025-03-21T22:40:15Z,2023-03-09T08:23:00Z,"Update `autoscaling/v2beta2` to `autoscaling/v2`

Signed-off-by: Hidde Beydals <hidde@hhh.computer>"
starmanv4,react-typescript-docker,search_results/starmanv4/react-typescript-docker/infra/k8s/client-depl.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2024-09-15T08:25:32Z,2024-09-15T08:25:55Z,2023-04-12T10:47:20Z,stripe payment problem resolved
starmanv4,react-typescript-docker,search_results/starmanv4/react-typescript-docker/eg.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2024-09-15T08:25:32Z,2024-09-15T08:25:55Z,2023-04-12T10:47:20Z,stripe payment problem resolved
srobinson,unicode-wiki,search_results/srobinson/unicode-wiki/.k8s/default/HorizontalPodAutoscaler.uw-wiki-service-web.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,9,2018-11-21T17:43:35Z,2019-03-11T22:55:23Z,2019-01-01T15:32:13Z,PR-31: update k8 config
srinandan,sample-apps,search_results/srinandan/sample-apps/orders-gql/orders-gql.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,7,2019-12-26T23:14:05Z,2024-06-12T22:54:51Z,2024-01-12T04:54:32Z,chore: updates skaffold #31
srinandan,sample-apps,search_results/srinandan/sample-apps/kubernetes-manifests/inventory.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,7,2019-12-26T23:14:05Z,2024-06-12T22:54:51Z,2024-03-17T17:26:58Z,use buildn and deploy
srcmesh-workshop,kubernetes-adoption-hands-on,search_results/srcmesh-workshop/kubernetes-adoption-hands-on/k8s-object/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,31,2020-07-14T04:42:26Z,2023-10-14T06:52:48Z,2020-07-14T17:04:21Z,Kubernetes Adoption
spyker77,eda,search_results/spyker77/eda/k8s/microservices/shipment_management/hpa.yml,1,autoscaling/v2,False,cpu,Resource,80,False,3,2023-08-27T16:55:26Z,2023-10-04T12:26:57Z,2023-09-24T15:33:41Z,Add configs to run project on Kubernetes
sonaikar,k8splayground,search_results/sonaikar/k8splayground/hpa/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2020-05-10T19:23:47Z,2025-03-16T02:17:18Z,2020-05-24T18:56:10Z,HPA examples
sysnet4admin,_Lecture_k8s_learning.kit,search_results/sysnet4admin/_Lecture_k8s_learning.kit/A/A.022/5.hpa-custom-metrics.yaml,1,autoscaling/v2,False,nginx_http_requests_per_second,Pods,10,False,84,2021-04-23T22:59:01Z,2025-04-01T17:38:39Z,2022-06-03T08:05:02Z,swp 4 5
zxcvbnius,k8s-30-day-sharing,search_results/zxcvbnius/k8s-30-day-sharing/Day25/demo-hpa/helloworld-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,172,2017-12-20T03:17:07Z,2018-09-24T12:10:08Z,2018-01-13T05:45:56Z,upload Day25 materials
zilliztech,milvus-operator,search_results/zilliztech/milvus-operator/config/samples/hpa.yaml,1,autoscaling/v2,False,memory,Resource,60,True,71,2023-08-08T03:02:18Z,2025-04-01T05:45:10Z,2024-11-19T09:57:39Z,"chart: make webhook optional

Signed-off-by: haorenfsa <shaoyue.chen@zilliz.com>"
zhaodangxue,Minik8s,search_results/zhaodangxue/Minik8s/apiobjects/examples/pod/hpa-example.yaml,1,v1,False,CPUUtilizationPercentage,CPUUtilizationPercentage,30,False,3,2024-07-03T07:37:00Z,2024-07-11T14:33:04Z,2024-05-30T14:37:31Z,complete get node
zhaodangxue,Minik8s,search_results/zhaodangxue/Minik8s/controller/src/HPAController/test/hpa-example.yaml,1,v1,False,CPUUtilizationPercentage,CPUUtilizationPercentage,30,False,3,2024-07-03T07:37:00Z,2024-07-11T14:33:04Z,2024-05-25T09:11:43Z,hpacontroller complete
zabbix,zabbix-docker,search_results/zabbix/zabbix-docker/kubernetes.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2505,2016-08-03T07:36:01Z,2025-04-04T06:21:36Z,2024-12-10T15:55:54Z,Prepare for Zabbix 7.2 release
yoskeoka,gihyo-docker-kuberbetes,search_results/yoskeoka/gihyo-docker-kuberbetes/ch08/ch08_3_2/hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2018-09-23T12:54:06Z,2018-10-07T16:51:50Z,2018-09-23T12:54:58Z,initial commit
yurikrupnik,mussia33,search_results/yurikrupnik/mussia33/apps/rust/salvo_app/k8s/overlays/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2023-03-25T12:45:53Z,2025-04-05T19:48:57Z,2023-11-08T02:40:57Z,"added salvo app.
added rustfmt.toml file."
yokawasa,aksworkshop,search_results/yokawasa/aksworkshop/examples/captureorder-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2019-04-21T15:25:13Z,2019-04-22T06:39:34Z,2019-04-21T15:25:12Z,Initial Commit
yagrxu,aws-solutions,search_results/yagrxu/aws-solutions/eks-devops-demo/k8s-yaml/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-06-03T14:38:04Z,2024-04-29T10:00:24Z,2022-08-29T12:07:12Z,add new appsync solution
wusted,kubernetes-install,search_results/wusted/kubernetes-install/24-hpa-all-metrics/04-hello-hpa-pods.yaml,1,autoscaling/v2,False,request-per-second,Pods,1k,False,2,2021-10-04T00:31:02Z,2023-03-09T03:58:13Z,2023-02-01T04:57:44Z,HPA with Metrics for 4 types
woolrab6,upgraded-pi,search_results/woolrab6/upgraded-pi/kubernetes/config/app.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-08-25T14:55:30Z,2023-10-17T05:52:12Z,2022-08-25T14:55:31Z,Initial commit
Azure,aks-app-routing-operator,search_results/Azure/aks-app-routing-operator/pkg/manifests/fixtures/nginx/default_version/kube-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,33,2022-03-29T17:30:46Z,2025-03-31T06:48:48Z,2025-03-25T16:22:54Z,bump nginx to v1.11.5 (#402)
vasu1124,introspect,search_results/vasu1124/introspect/kubernetes/introspect-autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,7,2018-02-25T09:27:17Z,2025-04-05T13:51:05Z,2022-07-20T13:07:34Z,k8s api upgrades
wescale,kubernetes-on-aws,search_results/wescale/kubernetes-on-aws/iac/layer-services/traefik-admin/traefik-deploy.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,5,2018-11-09T09:36:03Z,2019-02-07T11:51:59Z,2018-11-09T09:36:12Z,first commit
warroyo,tmc-tap-eks-guide,search_results/warroyo/tmc-tap-eks-guide/config/dev/kafka-consumer/delivery.yml,1,autoscaling/v2,False,aws.kafka.sumoffsetlag,External,30,False,6,2023-12-13T18:18:59Z,2024-06-05T12:27:23Z,2024-01-18T16:45:07Z,supplychain@cluster.local
wafflestudio,waffle-world,search_results/wafflestudio/waffle-world/apps/snutt-prod/snutt-ev/snutt-ev.yaml,1,autoscaling/v2,False,cpu,Resource,40,False,32,2022-10-03T07:07:43Z,2025-04-04T14:27:56Z,2025-03-27T12:26:48Z,Automated commit by ECR push (snutt-prod/snutt-ev:19)
vszal,secure-cicd-maven,search_results/vszal/secure-cicd-maven/k8s/base/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,4,2022-08-11T16:58:44Z,2022-11-09T00:00:57Z,2022-08-11T22:30:18Z,initial commit
vllm-project,production-stack,search_results/vllm-project/production-stack/tutorials/assets/hpa-10.yaml,1,autoscaling/v2,False,vllm_num_requests_waiting,Object,1,False,972,2025-01-21T23:09:11Z,2025-04-06T00:04:39Z,2025-03-02T06:48:24Z,"[Document, Feat] basic HPA support and tutorials (#209)

* [Add] basic HPA support and tutorials

Signed-off-by: ApostaC <yihua98@uchicago.edu>

* fix shellcheck errors

Signed-off-by: ApostaC <yihua98@uchicago.edu>

---------

Signed-off-by: ApostaC <yihua98@uchicago.edu>"
visionhong,MLOps-DP,search_results/visionhong/MLOps-DP/release_patterns/model_in_image_pattern/manifests/deployment.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2022-09-02T08:04:41Z,2022-12-28T01:00:40Z,2022-09-27T10:01:10Z,commit
viniciusfcf,gitops-examples,search_results/viniciusfcf/gitops-examples/kustomize/base/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-09-24T01:06:14Z,2022-09-29T12:05:37Z,2022-09-27T17:39:26Z,kustomize
viniciusfcf,gitops-examples,search_results/viniciusfcf/gitops-examples/plain-yaml/dev/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-09-24T01:06:14Z,2022-09-29T12:05:37Z,2022-09-27T14:30:26Z,v1
vigsachi,erlang,search_results/vigsachi/erlang/models/hello_world/mem_autoscale/mem_autoscale_10.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,7,2024-03-02T23:08:27Z,2024-11-11T00:24:46Z,2024-03-02T23:11:40Z,"added all code for setup, training, evaluation"
videocursoscloud,K8sAWSUdemyVCC,search_results/videocursoscloud/K8sAWSUdemyVCC/kubernetes-102/hpa/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,80,False,13,2019-12-05T13:30:30Z,2021-03-20T03:00:14Z,2020-08-21T12:03:21Z,changes
vfarcic,gke-autopilot-demo,search_results/vfarcic/gke-autopilot-demo/k8s.yaml,1,autoscaling/v2,False,memory,Resource,25,False,3,2021-03-01T21:52:56Z,2022-11-21T16:17:55Z,2022-11-21T16:13:37Z,"fixed API version

Warning: autoscaling/v2beta2 HorizontalPodAutoscaler is deprecated in v1.23+, unavailable in v1.26+; use autoscaling/v2 HorizontalPodAutoscaler
horizontalpodautoscaler.autoscaling/devops-toolkit created

changed to autoscaling/v2"
vevsatechnologies,Install-Kubernetes-on-CentOs,search_results/vevsatechnologies/Install-Kubernetes-on-CentOs/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,10,False,14,2018-03-22T10:53:53Z,2018-06-27T07:48:44Z,2018-03-22T11:59:46Z,done
kbj0109,kbj-nestjs-backend,search_results/kbj0109/kbj-nestjs-backend/infra/hpa.yaml,1,autoscaling/v2beta2,False,requests_per_second,Pods,2,False,3,2024-04-11T07:41:13Z,2024-11-27T16:01:57Z,2024-04-11T06:39:21Z,CI / CD 세팅 정리
revue-org,revue-kubernetes,search_results/revue-org/revue-kubernetes/specifications/monitoring/revue-monitoring-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-08-28T11:24:27Z,2024-09-20T15:09:50Z,2024-09-16T10:00:11Z,chore: rename directories
retry51776,notes,search_results/retry51776/notes/test/minikube/hpa.yml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2021-09-29T18:03:34Z,2025-02-13T11:26:54Z,2022-07-26T04:23:16Z,notes
remkohdev,fdic-api,search_results/remkohdev/fdic-api/stable/fdic-api/templates/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,3,2018-10-31T19:27:02Z,2018-12-17T21:27:13Z,2018-12-03T17:41:02Z,update for helm 1
rdsea,sys4bigml,search_results/rdsea/sys4bigml/tutorials/MLServing/deloyment/scaler/hpa_proc.yaml,1,autoscaling/v2,False,cpu,Resource,95,False,3,2022-02-07T13:58:56Z,2024-10-24T07:35:05Z,2024-08-27T12:24:46Z,move deployment files
raminmohammadi,MLOps,search_results/raminmohammadi/MLOps/Labs/GCP_Labs/Kubernetes/Kubernetes_Labs/Lab 3-Application Scaling/kubernetes/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,True,129,2023-09-11T13:40:44Z,2025-03-31T21:34:48Z,2025-03-25T16:17:05Z,updated kubernetes labs
rahul-agrawal-99,tech,search_results/rahul-agrawal-99/tech/DevOps/Kubernetes/manifest.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2022-01-02T05:40:13Z,2024-03-30T09:57:40Z,2022-06-22T06:35:26Z,Merge branch 'main' of https://github.com/rahul-agrawal-99/tech into main
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/nova/base/hpa-nova-novncproxy.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,54,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2025-01-29T15:46:01Z,"chore: update hpa settings (#705)

This change is removing the CPU HPA metric. This metric is unused in our
deployments, so the setup is at best doing nothing and at worst creating
load that doesn't need to be there.

Common deployment

``` shell
NAME                      REFERENCE                            TARGETS                                            MINPODS   MAXPODS   REPLICAS   AGE
barbican-api              Deployment/barbican-api              cpu: <unknown>/50%, memory: 119750656/500Mi        3         9         3          38d
ceilometer-notification   Deployment/ceilometer-notification   cpu: <unknown>/50%, memory: 122153642666m/500Mi    3         9         3          2d12h
cinder-api                Deployment/cinder-api                cpu: <unknown>/50%, memory: 575287296/500Mi        3         9         4          38d
cinder-scheduler          Deployment/cinder-scheduler          cpu: <unknown>/50%, memory: 119204522666m/500Mi    3         9         3          38d
glance-api                Deployment/glance-api                cpu: <unknown>/50%, memory: 574466730666m/500Mi    3         9         6          4d18h
gnocchi-api               Deployment/gnocchi-api               cpu: <unknown>/50%, memory: 153123498666m/500Mi    3         9         3          2d12h
heat-api                  Deployment/heat-api                  cpu: <unknown>/50%, memory: 570041685333m/500Mi    3         9         3          45h
heat-cfn                  Deployment/heat-cfn                  cpu: <unknown>/50%, memory: 146959018666m/500Mi    3         9         3          45h
heat-engine               Deployment/heat-engine               cpu: <unknown>/50%, memory: 724417649777m/500Mi    3         9         9          45h
keystone-api              Deployment/keystone-api              cpu: <unknown>/50%, memory: 766432142222m/500Mi    3         9         9          38d
magnum-api                Deployment/magnum-api                cpu: <unknown>/50%, memory: 83405482666m/500Mi     3         9         3          2d3h
magnum-conductor          StatefulSet/magnum-conductor         cpu: <unknown>/50%, memory: 1513799224888m/1Gi     3         9         9          2d3h
memcached                 StatefulSet/memcached                cpu: 4%/70%                                        3         9         3          4d18h
neutron-server            Deployment/neutron-server            cpu: <unknown>/70%, memory: 10785601763555m/2Gi    3         9         9          38d
nova-api-metadata         Deployment/nova-api-metadata         cpu: <unknown>/50%, memory: 347193344/500Mi        3         9         3          38d
nova-api-osapi            Deployment/nova-api-osapi            cpu: <unknown>/50%, memory: 1282790286222m/500Mi   3         9         9          38d
nova-conductor            Deployment/nova-conductor            cpu: <unknown>/70%, memory: 840034076444m/500Mi    3         9         9          38d
nova-novncproxy           Deployment/nova-novncproxy           cpu: <unknown>/50%, memory: 103875925333m/500Mi    3         9         3          38d
nova-scheduler            Deployment/nova-scheduler            cpu: <unknown>/70%, memory: 9110932593777m/1Gi     3         9         9          38d
octavia-api               Deployment/octavia-api               cpu: <unknown>/50%, memory: 686977024/500Mi        3         9         9          4d13h
octavia-worker            Deployment/octavia-worker            cpu: <unknown>/50%, memory: 303745706666m/500Mi    3         9         3          4d13h
placement-api             Deployment/placement-api             cpu: <unknown>/50%, memory: 344465408/500Mi        3         9         3          38d
skyline-apiserver         Deployment/skyline-apiserver         cpu: <unknown>/50%, memory: <unknown>/500Mi        3         9         0          4d17h
```

So this change is removing all of the CPU metrics from our builds, for
all of the openstack services.

Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>"
